market_slug,weekend_et,weekend_utc,public_status,public_trade_count,public_volume_shares,public_volume_usdc_estimate,median_trade_size,p10_trade_size,p90_trade_size,max_no_trade_interval_sec,trade_frequency_per_sec,price_history_points,realized_volatility,price_jump_count_gt_5c,historical_spread,historical_l2_depth,price_history_source,signal_observations,entry_attempts,submitted_orders,filled_orders,cancelled_orders,stop_loss_exits,emergency_exits,spread,depth_1c,depth_2c,depth_5c,quote_age_sec,quote_update_rate,trade_frequency,recent_volume,liquidity_score,liquidity_score_feature_count,market_start_epoch,sample_group,sample_frame_start,sample_frame_end,local_date,local_hour,time_bucket,week_index,entry_edge_samples,local_quote_samples,fill_markout_samples,top_bid_size_median,top_ask_size_median,depth_source
btc-updown-15m-1787468400,True,True,SUCCESS_PUBLIC_HISTORY,700,16232.070715,8764.115630021986,8.0,1.068262,45.50908960000001,98.0,0.7777777777777778,8,0.45634416836418534,4,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.7777777777777778,16232.070715,,2,1787468400,weekend,2026-07-27,2026-09-20,2026-08-23,3,00-06,3,,,,,,
btc-updown-15m-1787490000,True,True,SUCCESS_PUBLIC_HISTORY,921,12618.73508,6208.839341995085,6.0,1.886791,25.0,56.0,1.0233333333333334,8,0.5678468103282786,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,1.0233333333333334,12618.73508,,2,1787490000,weekend,2026-07-27,2026-09-20,2026-08-23,9,06-12,3,,,,,,
btc-updown-15m-1787533200,True,False,SUCCESS_PUBLIC_HISTORY,768,17612.728423,9332.383552001138,6.0,0.02,39.099999600000025,74.0,0.8533333333333334,8,0.683117852204142,2,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.8533333333333334,17612.728423,,2,1787533200,weekend,2026-07-27,2026-09-20,2026-08-23,21,18-24,3,,,,,,
btc-updown-15m-1787554800,False,False,SUCCESS_PUBLIC_HISTORY,653,16111.681588,10347.66582999045,8.0,1.110222,31.464000000000038,92.0,0.7255555555555555,8,0.48420037174706926,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.7255555555555555,16111.681588,,2,1787554800,weekday,2026-07-27,2026-09-20,2026-08-24,3,00-06,4,,,,,,
btc-updown-15m-1787662800,False,False,SUCCESS_PUBLIC_HISTORY,1352,32130.027464,15890.390441893956,9.2855925,0.9439999999999997,55.49500000000005,39.0,1.5022222222222221,8,0.8685908127536234,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,1.5022222222222221,32130.027464,,2,1787662800,weekday,2026-07-27,2026-09-20,2026-08-25,9,06-12,4,,,,,,
btc-updown-15m-1787770800,False,False,SUCCESS_PUBLIC_HISTORY,881,18372.768836,8762.850095989466,8.543475,0.92,51.0,41.0,0.9788888888888889,8,0.4587482969995638,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.9788888888888889,18372.768836,,2,1787770800,weekday,2026-07-27,2026-09-20,2026-08-26,15,12-18,4,,,,,,
btc-updown-15m-1787792400,False,False,SUCCESS_PUBLIC_HISTORY,3318,115883.718655,62262.489476993214,9.099056000000001,3.0,50.13430310000008,10.0,3.6866666666666665,8,0.9262019218291441,4,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,3.6866666666666665,115883.718655,,2,1787792400,weekday,2026-07-27,2026-09-20,2026-08-26,21,18-24,4,,,,,,
btc-updown-15m-1787814000,False,False,SUCCESS_PUBLIC_HISTORY,889,15828.932669,7700.564596035482,6.840577,1.6250104,35.7108568,19.0,0.9877777777777778,8,0.27468163389640743,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.9877777777777778,15828.932669,,2,1787814000,weekday,2026-07-27,2026-09-20,2026-08-27,3,00-06,4,,,,,,
btc-updown-15m-1787922000,False,False,SUCCESS_PUBLIC_HISTORY,893,17276.946401,8625.94636903603,8.888887,1.31,45.0,27.0,0.9922222222222222,8,0.9998499887483122,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.9922222222222222,17276.946401,,2,1787922000,weekday,2026-07-27,2026-09-20,2026-08-28,9,06-12,4,,,,,,
btc-updown-15m-1787986800,True,True,SUCCESS_PUBLIC_HISTORY,901,19454.658387,9629.683475994918,8.0,2.0,46.433332,15.0,1.001111111111111,8,1.4769055487741929,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,1.001111111111111,19454.658387,,2,1787986800,weekend,2026-07-27,2026-09-20,2026-08-29,3,00-06,4,,,,,,
btc-updown-15m-1788008400,True,True,SUCCESS_PUBLIC_HISTORY,705,17611.972107,11051.39491309379,8.227186,2.0,50.0,54.0,0.7833333333333333,8,0.6389444420291955,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.7833333333333333,17611.972107,,2,1788008400,weekend,2026-07-27,2026-09-20,2026-08-29,9,06-12,4,,,,,,
btc-updown-15m-1788030000,True,True,SUCCESS_PUBLIC_HISTORY,585,18562.73304,8321.227183979448,7.5,2.0,55.60000000000002,27.0,0.65,8,0.5032395056034453,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.65,18562.73304,,2,1788030000,weekend,2026-07-27,2026-09-20,2026-08-29,15,12-18,4,,,,,,
btc-updown-15m-1788094800,True,True,SUCCESS_PUBLIC_HISTORY,904,23825.548913,12060.445692949404,10.0,1.1960000000000002,40.0,31.0,1.0044444444444445,8,0.5963849428012079,3,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,1.0044444444444445,23825.548913,,2,1788094800,weekend,2026-07-27,2026-09-20,2026-08-30,9,06-12,4,,,,,,
btc-updown-15m-1788116400,True,True,SUCCESS_PUBLIC_HISTORY,855,20793.462364,10055.918638022658,8.46,2.0,50.0,20.0,0.95,8,0.4104875150354758,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.95,20793.462364,,2,1788116400,weekend,2026-07-27,2026-09-20,2026-08-30,15,12-18,4,,,,,,
btc-updown-15m-1788138000,True,False,SUCCESS_PUBLIC_HISTORY,64,2400.032283,1971.5565700027619,7.27515,1.0101,50.0,627.0,0.07111111111111111,8,0.7071421356417675,2,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.07111111111111111,2400.032283,,2,1788138000,weekend,2026-07-27,2026-09-20,2026-08-30,21,18-24,4,,,,,,
btc-updown-15m-1788202800,False,False,SUCCESS_PUBLIC_HISTORY,907,30622.900902,16640.163682953123,10.0,1.7520000000000002,75.0,24.0,1.0077777777777779,8,0.609302880347697,4,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,1.0077777777777779,30622.900902,,2,1788202800,weekday,2026-07-27,2026-09-20,2026-08-31,15,12-18,5,,,,,,
