slug,weekday_weekend,week,et_hour_block,time_to_resolution_bin,trade_count,volume_shares,volume_usdc_estimate,median_trade_size,max_no_trade_interval_sec,price_jump_count_5c
btc-updown-15m-1788121800,weekend,2026-08-24,12-18,T-2m_to_T-1m,1,10.0,9.99,10.0,45.0,0
btc-updown-15m-1788121800,weekend,2026-08-24,12-18,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1788121800,weekend,2026-08-24,12-18,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788121800,weekend,2026-08-24,12-18,T-15s_to_settlement,1,1.26,1.25874,1.26,12.0,0
btc-updown-15m-1788132600,weekend,2026-08-24,18-24,T-15m_to_T-10m,540,10784.007212,5387.83703296555,8.4722875,11.0,174
btc-updown-15m-1788132600,weekend,2026-08-24,18-24,T-10m_to_T-5m,525,10821.57594,6027.1231209715215,8.0,6.0,180
btc-updown-15m-1788132600,weekend,2026-08-24,18-24,T-5m_to_T-2m,149,3992.45844,2664.0984990137417,12.91,74.0,39
btc-updown-15m-1788132600,weekend,2026-08-24,18-24,T-2m_to_T-1m,1,7.04,6.9696,7.04,59.0,0
btc-updown-15m-1788132600,weekend,2026-08-24,18-24,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1788132600,weekend,2026-08-24,18-24,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788132600,weekend,2026-08-24,18-24,T-15s_to_settlement,1,1.2,1.1987999999999999,1.2,10.0,0
btc-updown-15m-1788181200,weekday,2026-08-31,06-12,T-15m_to_T-10m,335,6505.274865,3561.4740339954083,6.234563,11.0,129
btc-updown-15m-1788181200,weekday,2026-08-31,06-12,T-10m_to_T-5m,201,4241.922029,2384.5707130006945,7.14,10.0,63
btc-updown-15m-1788181200,weekday,2026-08-31,06-12,T-5m_to_T-2m,105,3136.5929579999997,2525.6101880080896,10.0,15.0,27
btc-updown-15m-1788181200,weekday,2026-08-31,06-12,T-2m_to_T-1m,13,2923.226019,2321.486901997828,50.0,15.0,5
btc-updown-15m-1788181200,weekday,2026-08-31,06-12,T-60s_to_T-30s,7,2199.9700000000003,2197.77003,18.41,14.0,0
btc-updown-15m-1788181200,weekday,2026-08-31,06-12,T-30s_to_T-15s,1,5.43,5.42457,5.43,12.0,0
btc-updown-15m-1788181200,weekday,2026-08-31,06-12,T-15s_to_settlement,1,2.46,2.45754,2.46,9.0,0
btc-updown-15m-1788202800,weekday,2026-08-31,12-18,T-15m_to_T-10m,490,13511.740941,6091.39760395722,10.0,6.0,119
btc-updown-15m-1788202800,weekday,2026-08-31,12-18,T-10m_to_T-5m,316,9483.570633,4884.867420929746,7.3725285,9.0,85
btc-updown-15m-1788202800,weekday,2026-08-31,12-18,T-5m_to_T-2m,81,5985.859601,5021.830367069797,20.1818,20.0,18
btc-updown-15m-1788202800,weekday,2026-08-31,12-18,T-2m_to_T-1m,11,424.019727,423.5760009963613,5.005005,18.0,0
btc-updown-15m-1788202800,weekday,2026-08-31,12-18,T-60s_to_T-30s,1,2.4,2.3975999999999997,2.4,24.0,0
btc-updown-15m-1788202800,weekday,2026-08-31,12-18,T-30s_to_T-15s,1,1000.0,1.0,1000.0,15.0,0
btc-updown-15m-1788202800,weekday,2026-08-31,12-18,T-15s_to_settlement,7,215.31,215.09469,5.0,5.0,0
btc-updown-15m-1788224400,weekday,2026-08-31,18-24,T-15m_to_T-10m,48,889.225462,276.42098700492426,10.0,285.0,13
btc-updown-15m-1788224400,weekday,2026-08-31,18-24,T-10m_to_T-5m,213,4986.707848,2891.252365023154,10.0,19.0,88
btc-updown-15m-1788224400,weekday,2026-08-31,18-24,T-5m_to_T-2m,159,4708.0098259999995,2622.440033039769,10.0,15.0,47
btc-updown-15m-1788224400,weekday,2026-08-31,18-24,T-2m_to_T-1m,256,6514.668567,3308.6598479818267,10.684999999999999,3.0,64
btc-updown-15m-1788224400,weekday,2026-08-31,18-24,T-60s_to_T-30s,33,572.567456,256.5469090041392,10.0,8.0,6
btc-updown-15m-1788224400,weekday,2026-08-31,18-24,T-30s_to_T-15s,1,19.69,19.67031,19.69,15.0,0
btc-updown-15m-1788224400,weekday,2026-08-31,18-24,T-15s_to_settlement,2,4.51,0.00451,2.255,12.0,0
btc-updown-15m-1788289200,weekday,2026-08-31,12-18,T-15m_to_T-10m,481,9698.261832,4738.68076201934,8.85,8.0,154
btc-updown-15m-1788289200,weekday,2026-08-31,12-18,T-10m_to_T-5m,346,9158.979725,4549.689768018134,7.0722885,9.0,129
btc-updown-15m-1788289200,weekday,2026-08-31,12-18,T-5m_to_T-2m,201,9634.295258,5676.328478981132,10.0,14.0,60
btc-updown-15m-1788289200,weekday,2026-08-31,12-18,T-2m_to_T-1m,81,5404.373354,3915.2008289817227,23.0,6.0,26
btc-updown-15m-1788289200,weekday,2026-08-31,12-18,T-60s_to_T-30s,14,153.66,151.016199999992,6.074999999999999,29.0,0
btc-updown-15m-1788289200,weekday,2026-08-31,12-18,T-30s_to_T-15s,1,5.09,5.0390999999999995,5.09,12.0,0
btc-updown-15m-1788289200,weekday,2026-08-31,12-18,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788310800,weekday,2026-08-31,18-24,T-15m_to_T-10m,350,6045.502999,3020.6277170064127,8.0,13.0,78
btc-updown-15m-1788310800,weekday,2026-08-31,18-24,T-10m_to_T-5m,327,4950.172031,2372.997908987625,6.0,12.0,122
btc-updown-15m-1788310800,weekday,2026-08-31,18-24,T-5m_to_T-2m,373,7566.731082,4827.187445019225,7.0,6.0,101
btc-updown-15m-1788310800,weekday,2026-08-31,18-24,T-2m_to_T-1m,76,2961.501434,1778.4445540085128,19.45,5.0,21
btc-updown-15m-1788310800,weekday,2026-08-31,18-24,T-60s_to_T-30s,1,500.0,5.0,500.0,26.0,0
btc-updown-15m-1788310800,weekday,2026-08-31,18-24,T-30s_to_T-15s,1,21.56,21.3444,21.56,12.0,0
btc-updown-15m-1788310800,weekday,2026-08-31,18-24,T-15s_to_settlement,2,353.25,352.89675,176.625,9.0,0
btc-updown-15m-1788332400,weekday,2026-08-31,00-06,T-15m_to_T-10m,293,4461.587507,2341.608617996558,7.731342,12.0,93
btc-updown-15m-1788332400,weekday,2026-08-31,00-06,T-10m_to_T-5m,268,4409.165222,2343.635607011303,8.855,15.0,81
btc-updown-15m-1788332400,weekday,2026-08-31,00-06,T-5m_to_T-2m,137,13044.601853,8305.531750020253,16.0,15.0,49
btc-updown-15m-1788332400,weekday,2026-08-31,00-06,T-2m_to_T-1m,12,4165.607,169.022513,5.005,54.0,1
btc-updown-15m-1788332400,weekday,2026-08-31,00-06,T-60s_to_T-30s,4,2178.25,1033.13221,572.615,9.0,3
btc-updown-15m-1788332400,weekday,2026-08-31,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788332400,weekday,2026-08-31,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788354000,weekday,2026-08-31,06-12,T-15m_to_T-10m,319,6227.407834,3133.5834970219744,8.253967,12.0,110
btc-updown-15m-1788354000,weekday,2026-08-31,06-12,T-10m_to_T-5m,154,4067.9737920000002,2746.37199400686,15.160425499999999,18.0,49
btc-updown-15m-1788354000,weekday,2026-08-31,06-12,T-5m_to_T-2m,95,3511.646253,932.3237970013865,10.0404,14.0,29
btc-updown-15m-1788354000,weekday,2026-08-31,06-12,T-2m_to_T-1m,11,2619.8764469999996,2573.8580509990506,10.94,18.0,1
btc-updown-15m-1788354000,weekday,2026-08-31,06-12,T-60s_to_T-30s,2,988.7575,5.07591996810975,494.37875,15.0,1
btc-updown-15m-1788354000,weekday,2026-08-31,06-12,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788354000,weekday,2026-08-31,06-12,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788397200,weekday,2026-08-31,18-24,T-15m_to_T-10m,512,10749.111899,4942.0412410243,7.9332525,11.0,148
btc-updown-15m-1788397200,weekday,2026-08-31,18-24,T-10m_to_T-5m,214,7112.515236,4937.335322013756,8.315000000000001,21.0,58
btc-updown-15m-1788397200,weekday,2026-08-31,18-24,T-5m_to_T-2m,57,5879.323548,3784.6206739948716,19.99,18.0,14
btc-updown-15m-1788397200,weekday,2026-08-31,18-24,T-2m_to_T-1m,3,4688.87,1780.0011299999999,1278.87,54.0,1
btc-updown-15m-1788397200,weekday,2026-08-31,18-24,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1788397200,weekday,2026-08-31,18-24,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788397200,weekday,2026-08-31,18-24,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788418800,weekday,2026-08-31,00-06,T-15m_to_T-10m,557,12848.352338,6860.16946400676,10.0,11.0,164
btc-updown-15m-1788418800,weekday,2026-08-31,00-06,T-10m_to_T-5m,180,7481.960538,4187.767279031481,15.0,17.0,63
btc-updown-15m-1788418800,weekday,2026-08-31,00-06,T-5m_to_T-2m,29,5353.14188,2283.557645000033,10.0,49.0,11
btc-updown-15m-1788418800,weekday,2026-08-31,00-06,T-2m_to_T-1m,1,1000.0,999.0,1000.0,36.0,0
btc-updown-15m-1788418800,weekday,2026-08-31,00-06,T-60s_to_T-30s,1,1.02,1.01898,1.02,18.0,0
btc-updown-15m-1788418800,weekday,2026-08-31,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788418800,weekday,2026-08-31,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788462000,weekday,2026-08-31,12-18,T-15m_to_T-10m,0,0,0,,300,0
btc-updown-15m-1788462000,weekday,2026-08-31,12-18,T-10m_to_T-5m,0,0,0,,300,0
btc-updown-15m-1788462000,weekday,2026-08-31,12-18,T-5m_to_T-2m,0,0,0,,180,0
btc-updown-15m-1788462000,weekday,2026-08-31,12-18,T-2m_to_T-1m,0,0,0,,60,0
btc-updown-15m-1788462000,weekday,2026-08-31,12-18,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1788462000,weekday,2026-08-31,12-18,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788462000,weekday,2026-08-31,12-18,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788526800,weekday,2026-08-31,06-12,T-15m_to_T-10m,421,7153.496074,3728.066599016757,7.285713,9.0,130
btc-updown-15m-1788526800,weekday,2026-08-31,06-12,T-10m_to_T-5m,474,9562.021239,4708.590175994485,7.3410975,7.0,167
btc-updown-15m-1788526800,weekday,2026-08-31,06-12,T-5m_to_T-2m,232,5962.062732,3520.854298986936,10.0,9.0,72
btc-updown-15m-1788526800,weekday,2026-08-31,06-12,T-2m_to_T-1m,55,2567.530809,2066.0512079962473,10.0,14.0,19
btc-updown-15m-1788526800,weekday,2026-08-31,06-12,T-60s_to_T-30s,2,131.74,130.4226,65.87,18.0,0
btc-updown-15m-1788526800,weekday,2026-08-31,06-12,T-30s_to_T-15s,1,4.16,4.1184,4.16,12.0,0
btc-updown-15m-1788526800,weekday,2026-08-31,06-12,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788548400,weekday,2026-08-31,12-18,T-15m_to_T-10m,285,6140.138075,2912.924153015035,9.61,12.0,94
btc-updown-15m-1788548400,weekday,2026-08-31,12-18,T-10m_to_T-5m,229,5642.005529,2951.945904000382,9.51111,9.0,64
btc-updown-15m-1788548400,weekday,2026-08-31,12-18,T-5m_to_T-2m,133,2841.424972,1299.1565839913724,6.0,8.0,44
btc-updown-15m-1788548400,weekday,2026-08-31,12-18,T-2m_to_T-1m,28,1312.6454,1191.790218,9.754999999999999,29.0,4
btc-updown-15m-1788548400,weekday,2026-08-31,12-18,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1788548400,weekday,2026-08-31,12-18,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788548400,weekday,2026-08-31,12-18,T-15s_to_settlement,1,5.12,5.0688,5.12,13.0,0
btc-updown-15m-1788570000,weekday,2026-08-31,18-24,T-15m_to_T-10m,250,6404.939771,3164.766037962934,10.0,23.0,63
btc-updown-15m-1788570000,weekday,2026-08-31,18-24,T-10m_to_T-5m,341,5989.9531,2853.013853014637,5.0,11.0,96
btc-updown-15m-1788570000,weekday,2026-08-31,18-24,T-5m_to_T-2m,127,8484.593125,5129.636534955954,15.78,18.0,38
btc-updown-15m-1788570000,weekday,2026-08-31,18-24,T-2m_to_T-1m,50,4846.8918,4590.2304269999995,10.0,9.0,7
btc-updown-15m-1788570000,weekday,2026-08-31,18-24,T-60s_to_T-30s,1,26.74,26.71326,26.74,25.0,0
btc-updown-15m-1788570000,weekday,2026-08-31,18-24,T-30s_to_T-15s,1,2.32,2.3176799999999997,2.32,9.0,0
btc-updown-15m-1788570000,weekday,2026-08-31,18-24,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788586200,weekend,2026-08-31,00-06,T-15m_to_T-10m,210,6090.813307,3236.9512819751135,10.0,9.0,72
btc-updown-15m-1788586200,weekend,2026-08-31,00-06,T-10m_to_T-5m,258,7508.190744,3807.9494100141837,10.0,8.0,81
btc-updown-15m-1788586200,weekend,2026-08-31,00-06,T-5m_to_T-2m,964,21594.056942,10425.783727098771,7.721184,3.0,111
btc-updown-15m-1788586200,weekend,2026-08-31,00-06,T-2m_to_T-1m,75,1845.453026,1336.8190489989022,9.0,6.0,17
btc-updown-15m-1788586200,weekend,2026-08-31,00-06,T-60s_to_T-30s,37,854.731133,844.2541629996142,6.0,9.0,0
btc-updown-15m-1788586200,weekend,2026-08-31,00-06,T-30s_to_T-15s,1,400.0,4.0,400.0,15.0,0
btc-updown-15m-1788586200,weekend,2026-08-31,00-06,T-15s_to_settlement,1,4.85,4.8015,4.85,10.0,0
btc-updown-15m-1788597000,weekend,2026-08-31,00-06,T-15m_to_T-10m,299,4843.785181,2703.585730018637,8.92857,15.0,58
btc-updown-15m-1788597000,weekend,2026-08-31,00-06,T-10m_to_T-5m,249,3376.136812,1696.9321579878222,6.025973,14.0,69
btc-updown-15m-1788597000,weekend,2026-08-31,00-06,T-5m_to_T-2m,111,2212.630062,1115.473251013488,5.14,6.0,43
btc-updown-15m-1788597000,weekend,2026-08-31,00-06,T-2m_to_T-1m,69,1754.917499,1606.603348999153,10.309266,9.0,9
btc-updown-15m-1788597000,weekend,2026-08-31,00-06,T-60s_to_T-30s,2,9.91,9.8109,4.955,18.0,0
btc-updown-15m-1788597000,weekend,2026-08-31,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788597000,weekend,2026-08-31,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788607800,weekend,2026-08-31,06-12,T-15m_to_T-10m,173,3617.654182,1850.2206400079956,5.147056,11.0,50
btc-updown-15m-1788607800,weekend,2026-08-31,06-12,T-10m_to_T-5m,229,4064.788242,1955.6198940063236,7.0,6.0,77
btc-updown-15m-1788607800,weekend,2026-08-31,06-12,T-5m_to_T-2m,258,5671.077273,3029.1734879887654,10.0,17.0,75
btc-updown-15m-1788607800,weekend,2026-08-31,06-12,T-2m_to_T-1m,227,9029.693427,4944.572607035812,15.333332,5.0,54
btc-updown-15m-1788607800,weekend,2026-08-31,06-12,T-60s_to_T-30s,302,5767.311359,3215.9970409986718,10.0,2.0,51
btc-updown-15m-1788607800,weekend,2026-08-31,06-12,T-30s_to_T-15s,83,1879.70498,930.3664919912184,10.0,2.0,16
btc-updown-15m-1788607800,weekend,2026-08-31,06-12,T-15s_to_settlement,10,1564.246166,1244.7719809550538,36.875,8.0,2
btc-updown-15m-1788629400,weekend,2026-08-31,12-18,T-15m_to_T-10m,359,7268.205221,3513.4782119950987,8.14516,11.0,127
btc-updown-15m-1788629400,weekend,2026-08-31,12-18,T-10m_to_T-5m,346,9097.245704,4628.6711869452665,7.802258999999999,8.0,129
btc-updown-15m-1788629400,weekend,2026-08-31,12-18,T-5m_to_T-2m,272,5480.175475,2792.217713984647,8.0,8.0,82
btc-updown-15m-1788629400,weekend,2026-08-31,12-18,T-2m_to_T-1m,128,1612.023838,877.5488420067146,6.634914,3.0,47
btc-updown-15m-1788629400,weekend,2026-08-31,12-18,T-60s_to_T-30s,91,1639.067043,1223.4136440013128,7.0,6.0,16
btc-updown-15m-1788629400,weekend,2026-08-31,12-18,T-30s_to_T-15s,3,542.54,47.114599999999996,21.27,11.0,2
btc-updown-15m-1788629400,weekend,2026-08-31,12-18,T-15s_to_settlement,2,543.6800000000001,102.14320000000001,271.84000000000003,6.0,1
btc-updown-15m-1788640200,weekend,2026-08-31,12-18,T-15m_to_T-10m,205,4322.185152,2246.845532008113,8.45,20.0,60
btc-updown-15m-1788640200,weekend,2026-08-31,12-18,T-10m_to_T-5m,358,6794.983089,3545.441062005402,6.6899999999999995,17.0,93
btc-updown-15m-1788640200,weekend,2026-08-31,12-18,T-5m_to_T-2m,318,7314.312754,3535.38988099698,8.0,6.0,116
btc-updown-15m-1788640200,weekend,2026-08-31,12-18,T-2m_to_T-1m,103,2353.27099,1453.7158809958537,9.0,5.0,27
btc-updown-15m-1788640200,weekend,2026-08-31,12-18,T-60s_to_T-30s,46,1479.457112,1218.4222919931512,9.1,12.0,8
btc-updown-15m-1788640200,weekend,2026-08-31,12-18,T-30s_to_T-15s,1,3.5,3.465,3.5,12.0,0
btc-updown-15m-1788640200,weekend,2026-08-31,12-18,T-15s_to_settlement,2,88.0,87.858,44.0,9.0,0
btc-updown-15m-1788651000,weekend,2026-08-31,18-24,T-15m_to_T-10m,187,4464.47479,2455.7788980070754,10.0,19.0,48
btc-updown-15m-1788651000,weekend,2026-08-31,18-24,T-10m_to_T-5m,1743,144591.146349,71830.75742278305,10.9,6.0,187
btc-updown-15m-1788651000,weekend,2026-08-31,18-24,T-5m_to_T-2m,635,16055.767982,7991.0640829202475,6.0,6.0,122
btc-updown-15m-1788651000,weekend,2026-08-31,18-24,T-2m_to_T-1m,538,9092.403392,6124.167244024343,6.0,4.0,52
btc-updown-15m-1788651000,weekend,2026-08-31,18-24,T-60s_to_T-30s,170,4767.534083,2173.5691019901683,5.0,3.0,25
btc-updown-15m-1788651000,weekend,2026-08-31,18-24,T-30s_to_T-15s,5,305.71,8.652899999999999,100.0,3.0,3
btc-updown-15m-1788651000,weekend,2026-08-31,18-24,T-15s_to_settlement,1,1.12,1.1088,1.12,8.0,0
btc-updown-15m-1788661800,weekend,2026-08-31,18-24,T-15m_to_T-10m,192,5766.632954,2871.1402180559166,10.0,18.0,60
btc-updown-15m-1788661800,weekend,2026-08-31,18-24,T-10m_to_T-5m,220,5181.88728,2607.060006009439,10.0,15.0,65
btc-updown-15m-1788661800,weekend,2026-08-31,18-24,T-5m_to_T-2m,464,13403.643665,7678.014366995658,15.0,14.0,100
btc-updown-15m-1788661800,weekend,2026-08-31,18-24,T-2m_to_T-1m,62,1989.54673,1292.3426950016553,19.5,5.0,15
btc-updown-15m-1788661800,weekend,2026-08-31,18-24,T-60s_to_T-30s,39,7859.93735,7588.338204090347,10.0,11.0,2
btc-updown-15m-1788661800,weekend,2026-08-31,18-24,T-30s_to_T-15s,1,1000.0,10.0,1000.0,12.0,0
btc-updown-15m-1788661800,weekend,2026-08-31,18-24,T-15s_to_settlement,1,46.51,46.0449,46.51,12.0,0
btc-updown-15m-1788672600,weekend,2026-08-31,00-06,T-15m_to_T-10m,251,5167.55482,3045.490745993873,9.3,35.0,69
btc-updown-15m-1788672600,weekend,2026-08-31,00-06,T-10m_to_T-5m,210,8226.657671,5553.4736660034805,10.576342499999999,18.0,56
btc-updown-15m-1788672600,weekend,2026-08-31,00-06,T-5m_to_T-2m,51,4353.773208,3831.301825098005,10.111181,59.0,4
btc-updown-15m-1788672600,weekend,2026-08-31,00-06,T-2m_to_T-1m,1,5.23,5.22477,5.23,57.0,0
btc-updown-15m-1788672600,weekend,2026-08-31,00-06,T-60s_to_T-30s,1,111.76,111.64824,111.76,27.0,0
btc-updown-15m-1788672600,weekend,2026-08-31,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788672600,weekend,2026-08-31,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788683400,weekend,2026-08-31,00-06,T-15m_to_T-10m,206,6811.597333,3555.8759009917335,10.0,26.0,49
btc-updown-15m-1788683400,weekend,2026-08-31,00-06,T-10m_to_T-5m,177,3697.69825,1798.6613329857544,10.6,17.0,66
btc-updown-15m-1788683400,weekend,2026-08-31,00-06,T-5m_to_T-2m,181,5835.802663,3452.859251017849,15.0,13.0,59
btc-updown-15m-1788683400,weekend,2026-08-31,00-06,T-2m_to_T-1m,35,1075.92727,919.4811279971423,5.154633,7.0,8
btc-updown-15m-1788683400,weekend,2026-08-31,00-06,T-60s_to_T-30s,14,514.2202,396.317998,8.545,18.0,2
btc-updown-15m-1788683400,weekend,2026-08-31,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788683400,weekend,2026-08-31,00-06,T-15s_to_settlement,3,85.66,85.57434,17.68,10.0,0
btc-updown-15m-1788694200,weekend,2026-08-31,06-12,T-15m_to_T-10m,282,5777.648539,2817.69259599421,10.0,14.0,88
btc-updown-15m-1788694200,weekend,2026-08-31,06-12,T-10m_to_T-5m,145,4179.183075,2242.1912349693184,10.0,18.0,43
btc-updown-15m-1788694200,weekend,2026-08-31,06-12,T-5m_to_T-2m,122,4938.524576,3432.7758249859908,16.946427999999997,12.0,35
btc-updown-15m-1788694200,weekend,2026-08-31,06-12,T-2m_to_T-1m,174,6020.932448,2885.609725005024,12.609285,8.0,41
btc-updown-15m-1788694200,weekend,2026-08-31,06-12,T-60s_to_T-30s,168,3581.709449,2319.5111629833614,9.211956,2.0,29
btc-updown-15m-1788694200,weekend,2026-08-31,06-12,T-30s_to_T-15s,30,1561.744,1254.1284179940255,15.2288,5.0,8
btc-updown-15m-1788694200,weekend,2026-08-31,06-12,T-15s_to_settlement,1,117.24,116.0676,117.24,12.0,0
btc-updown-15m-1788705000,weekend,2026-08-31,06-12,T-15m_to_T-10m,589,14518.442799,6660.738673995944,10.0,11.0,145
btc-updown-15m-1788705000,weekend,2026-08-31,06-12,T-10m_to_T-5m,293,5788.785493,2750.5456079952137,6.958903,9.0,106
btc-updown-15m-1788705000,weekend,2026-08-31,06-12,T-5m_to_T-2m,429,8207.084569999999,4531.3399859999545,5.177776,7.0,104
btc-updown-15m-1788705000,weekend,2026-08-31,06-12,T-2m_to_T-1m,196,3900.259706,2083.724794992067,6.526312,6.0,52
btc-updown-15m-1788705000,weekend,2026-08-31,06-12,T-60s_to_T-30s,117,2242.762011,1167.36273499778,7.0,3.0,37
btc-updown-15m-1788705000,weekend,2026-08-31,06-12,T-30s_to_T-15s,68,1394.091763,1088.469307993571,8.0,2.0,14
btc-updown-15m-1788705000,weekend,2026-08-31,06-12,T-15s_to_settlement,45,1518.342004,1429.2276799982694,6.58,5.0,2
btc-updown-15m-1788737400,weekend,2026-08-31,18-24,T-15m_to_T-10m,183,4599.4580320000005,2433.944523000523,6.375,29.0,59
btc-updown-15m-1788737400,weekend,2026-08-31,18-24,T-10m_to_T-5m,238,6911.140342,5990.92798000019,14.405000000000001,10.0,36
btc-updown-15m-1788737400,weekend,2026-08-31,18-24,T-5m_to_T-2m,74,10080.453254,5572.46887105359,10.0,30.0,8
btc-updown-15m-1788737400,weekend,2026-08-31,18-24,T-2m_to_T-1m,1,10.98,10.96902,10.98,53.0,0
btc-updown-15m-1788737400,weekend,2026-08-31,18-24,T-60s_to_T-30s,1,93.68,93.58632,93.68,27.0,0
btc-updown-15m-1788737400,weekend,2026-08-31,18-24,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788737400,weekend,2026-08-31,18-24,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788748200,weekend,2026-08-31,18-24,T-15m_to_T-10m,179,2628.642661,1298.0979529958108,6.382977,25.0,53
btc-updown-15m-1788748200,weekend,2026-08-31,18-24,T-10m_to_T-5m,433,13271.694901,7321.54726203177,15.0,9.0,139
btc-updown-15m-1788748200,weekend,2026-08-31,18-24,T-5m_to_T-2m,81,9922.062111,6293.222528124265,50.0,29.0,12
btc-updown-15m-1788748200,weekend,2026-08-31,18-24,T-2m_to_T-1m,0,0,0,,60,0
btc-updown-15m-1788748200,weekend,2026-08-31,18-24,T-60s_to_T-30s,1,5000.0,5.0,5000.0,20.0,0
btc-updown-15m-1788748200,weekend,2026-08-31,18-24,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788748200,weekend,2026-08-31,18-24,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788764400,weekday,2026-09-07,00-06,T-15m_to_T-10m,306,5891.82623,2741.817186019777,10.0,9.0,115
btc-updown-15m-1788764400,weekday,2026-09-07,00-06,T-10m_to_T-5m,296,4602.216079,2348.139478982213,5.6899999999999995,15.0,107
btc-updown-15m-1788764400,weekday,2026-09-07,00-06,T-5m_to_T-2m,255,6231.000023,2847.5772599719,10.0,14.0,76
btc-updown-15m-1788764400,weekday,2026-09-07,00-06,T-2m_to_T-1m,179,3732.930084,2075.509435022047,6.705127,5.0,38
btc-updown-15m-1788764400,weekday,2026-09-07,00-06,T-60s_to_T-30s,19,1871.309266,1751.5435880235023,10.309266,11.0,2
btc-updown-15m-1788764400,weekday,2026-09-07,00-06,T-30s_to_T-15s,1,100.0,1.0,100.0,15.0,0
btc-updown-15m-1788764400,weekday,2026-09-07,00-06,T-15s_to_settlement,3,25.0,24.75,10.0,9.0,0
btc-updown-15m-1788807600,weekday,2026-09-07,12-18,T-15m_to_T-10m,195,3589.386771,1832.065131011113,6.060605,17.0,75
btc-updown-15m-1788807600,weekday,2026-09-07,12-18,T-10m_to_T-5m,208,4571.914358,2597.605779027423,5.0,9.0,90
btc-updown-15m-1788807600,weekday,2026-09-07,12-18,T-5m_to_T-2m,168,4276.330081,2460.0343799980174,7.0,6.0,44
btc-updown-15m-1788807600,weekday,2026-09-07,12-18,T-2m_to_T-1m,60,2059.437712,1337.200318002751,8.695,5.0,6
btc-updown-15m-1788807600,weekday,2026-09-07,12-18,T-60s_to_T-30s,13,696.5516,689.586084,10.0,12.0,0
btc-updown-15m-1788807600,weekday,2026-09-07,12-18,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788807600,weekday,2026-09-07,12-18,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788850800,weekday,2026-09-07,00-06,T-15m_to_T-10m,225,2813.416638,1410.2862940019238,5.0,16.0,72
btc-updown-15m-1788850800,weekday,2026-09-07,00-06,T-10m_to_T-5m,247,4033.149216,2283.3402599870533,7.0,18.0,82
btc-updown-15m-1788850800,weekday,2026-09-07,00-06,T-5m_to_T-2m,109,2433.325166,1857.0086680145125,5.104167,9.0,26
btc-updown-15m-1788850800,weekday,2026-09-07,00-06,T-2m_to_T-1m,41,4760.855302,4034.823370002261,20.0,7.0,4
btc-updown-15m-1788850800,weekday,2026-09-07,00-06,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1788850800,weekday,2026-09-07,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788850800,weekday,2026-09-07,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788872400,weekday,2026-09-07,06-12,T-15m_to_T-10m,232,5043.990494,2909.9249829895925,8.92875,13.0,85
btc-updown-15m-1788872400,weekday,2026-09-07,06-12,T-10m_to_T-5m,299,8277.968916,4618.465658056627,10.0,8.0,106
btc-updown-15m-1788872400,weekday,2026-09-07,06-12,T-5m_to_T-2m,169,6313.626125,4088.4677659796293,11.5625,11.0,56
