market_slug,weekend_et,weekend_utc,public_status,public_trade_count,public_volume_shares,public_volume_usdc_estimate,median_trade_size,p10_trade_size,p90_trade_size,max_no_trade_interval_sec,trade_frequency_per_sec,price_history_points,realized_volatility,price_jump_count_gt_5c,historical_spread,historical_l2_depth,price_history_source,signal_observations,entry_attempts,submitted_orders,filled_orders,cancelled_orders,stop_loss_exits,emergency_exits,spread,depth_1c,depth_2c,depth_5c,quote_age_sec,quote_update_rate,trade_frequency,recent_volume,liquidity_score,liquidity_score_feature_count,market_start_epoch,sample_group,sample_frame_start,sample_frame_end,local_date,local_hour,time_bucket,week_index,entry_edge_samples,local_quote_samples,fill_markout_samples,top_bid_size_median,top_ask_size_median,depth_source
btc-updown-15m-1788865200,False,False,,,,,,,,,,,,,,,,440,0,0,0,0,0,0,0.01,,,,1.18239615,0.3958958708479986,,,0.4525077025077025,3,,,,,,,,,220,356,0,225.0,225.0,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788866100,False,False,,,,,,,,,,,,,,,,460,0,0,0,0,0,0,0.01,,,,1.0969779499999999,0.39737591379429776,,,0.5411937911937912,3,,,,,,,,,230,358,0,289.65,289.65,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788867000,False,False,,,,,,,,,,,,,,,,368,0,0,0,0,0,0,0.01,,,,1.06672895,0.3612747121648031,,,0.33856908856908857,3,,,,,,,,,184,324,0,158.51,159.805,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788867900,False,False,,,,,,,,,,,,,,,,268,0,0,0,0,0,0,0.01,,,,1.1089596,0.39519096868231113,,,0.4582407082407082,3,,,,,,,,,134,202,0,171.0,171.0,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788869700,False,False,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,0.38063190745371506,,,,1,,,,,,,,,0,42,0,110.5,0.0,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788870600,False,False,,,,,,,,,,,,,,,,474,0,0,0,0,0,0,0.01,,,,1.067191,0.3936685719281338,,,0.4929117429117429,3,,,,,,,,,237,354,0,126.19,126.19,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788871500,False,False,,,,,,,,,,,,,,,,476,0,0,0,0,0,0,0.01,,,,1.0891885000000001,0.3957843446383133,,,0.5112417612417612,3,,,,,,,,,238,356,0,180.215,180.215,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788872400,False,False,,,,,,,,,,,,,,,,480,0,0,0,0,0,0,0.01,,,,1.06824545,0.39407269953794327,,,0.49256074256074256,3,,,,,,,,,240,355,0,203.0,202.31,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788873300,False,False,,,,,,,,,,,,,,,,330,0,0,0,0,0,0,0.01,,,,1.1091578,0.3949771239567574,,,0.44808119808119806,3,,,,,,,,,165,246,0,219.7,219.7,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788874200,False,False,,,,,,,,,,,,,,,,450,0,0,0,0,0,0,0.01,,,,1.127322,0.3943615458732667,,,0.4171346671346671,3,,,,,,,,,225,358,0,191.88,188.85500000000002,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788875100,False,False,,,,,,,,,,,,,,,,448,0,0,0,0,0,0,0.01,,,,1.0488650000000002,0.3941170370935854,,,0.557008307008307,3,,,,,,,,,224,354,0,182.0,179.0,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788876000,False,False,,,,,,,,,,,,,,,,464,0,0,0,0,0,0,0.01,,,,1.095467,0.3842554088364946,,,0.3349030849030849,3,,,,,,,,,232,346,0,209.975,209.975,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788876900,False,False,,,,,,,,,,,,,,,,450,0,0,0,0,0,0,0.01,,,,1.0780742,0.38771046420891636,,,0.38063063063063063,3,,,,,,,,,225,328,0,251.9,251.9,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788877800,False,False,,,,,,,,,,,,,,,,470,0,0,0,0,0,0,0.01,,,,1.090582,0.3748618811998687,,,0.3177625677625677,3,,,,,,,,,235,330,0,185.0,186.935,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788878700,False,False,,,,,,,,,,,,,,,,490,0,0,0,0,0,0,0.01,,,,1.068191,0.38467283823915044,,,0.3858956358956359,3,,,,,,,,,245,345,0,235.0,259.92,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788879600,False,False,,,,,,,,,,,,,,,,490,0,0,0,0,0,0,0.01,,,,1.080761,0.3854764110540053,,,0.3587516087516087,3,,,,,,,,,245,347,0,201.99,202.76,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788880500,False,False,,,,,,,,,,,,,,,,266,0,0,0,0,0,0,0.01,,,,1.1031684,0.2434501229684439,,,0.23931398931398928,3,,,,,,,,,133,219,0,201.46,201.54,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788881400,False,False,,,,,,,,,,,,,,,,94,0,1,0,0,0,0,0.01,,,,1.0442541,0.3978800419368694,,,0.6855621855621855,3,,,,,,,,,47,357,0,219.1,226.0,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788882300,False,False,,,,,,,,,,,,,,,,6,0,1,1,0,0,0,0.01,,,96.84,1.400075,0.389025996848685,,,0.25430341055341055,4,,,,,,,,,3,218,5,125.78999999999999,154.05,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788884100,False,False,,,,,,,,,,,,,,,,96,0,0,0,0,0,0,0.01,,,,0.8256094999999999,0.39935678080339065,,,0.825075075075075,3,,,,,,,,,48,80,0,140.225,140.225,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788885000,False,False,,,,,,,,,,,,,,,,432,0,0,0,0,0,0,0.01,,,,1.1167459,0.3964635888881239,,,0.4881342381342381,3,,,,,,,,,216,357,0,186.83,185.0,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788885900,False,False,,,,,,,,,,,,,,,,442,0,0,0,0,0,0,0.01,,,,1.068221,0.39538681641177925,,,0.5315802815802816,3,,,,,,,,,221,356,0,185.13,185.0,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788886800,False,False,,,,,,,,,,,,,,,,494,0,0,0,0,0,0,0.01,,,,1.055432,0.39742848009826626,,,0.6267208767208767,3,,,,,,,,,247,358,0,178.495,178.495,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788887700,False,False,,,,,,,,,,,,,,,,286,0,0,0,0,0,0,0.01,,,,1.076408,0.36202624305957404,,,0.31286806286806285,3,,,,,,,,,143,326,0,208.0,208.0,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788888600,False,False,,,,,,,,,,,,,,,,490,0,0,0,0,0,0,0.01,,,,1.0819232,0.3944870870870228,,,0.47557622557622553,3,,,,,,,,,245,355,0,175.65,171.0,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788889500,False,False,,,,,,,,,,,,,,,,368,0,0,0,0,0,0,0.01,,,,1.11215945,0.3980646063160055,,,0.5344857844857844,3,,,,,,,,,184,358,0,164.5,164.5,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788890400,False,False,,,,,,,,,,,,,,,,436,0,0,0,0,0,0,0.01,,,,1.1152164,0.3965847816344983,,,0.4969092469092469,3,,,,,,,,,218,357,0,277.52,276.51,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788891300,False,False,,,,,,,,,,,,,,,,362,0,0,0,0,0,0,0.01,,,,1.0747739,0.36658804181428445,,,0.33619008619008617,3,,,,,,,,,181,330,0,227.42000000000002,227.42000000000002,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788892200,False,False,,,,,,,,,,,,,,,,436,0,0,0,0,0,0,0.01,,,,1.0974452000000001,0.3978585824596265,,,0.5482332982332982,3,,,,,,,,,218,358,0,205.5,205.5,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
btc-updown-15m-1788893100,False,False,,,,,,,,,,,,,,,,448,0,0,0,0,0,0,0.01,,,,1.1231963999999999,0.397289172326541,,,0.5067762567762568,3,,,,,,,,,224,357,0,228.97,228.27,"LOCAL_RECORDED, fill-conditioned marks; not historical full L2"
